DATE ADDED TO CATALOG	PUBMEDID	FIRST AUTHOR	DATE	JOURNAL	LINK	STUDY	DISEASE/TRAIT	INITIAL SAMPLE SIZE	REPLICATION SAMPLE SIZE	REGION	CHR_ID	CHR_POS	REPORTED GENE(S)	MAPPED_GENE	UPSTREAM_GENE_ID	DOWNSTREAM_GENE_ID	SNP_GENE_IDS	UPSTREAM_GENE_DISTANCE	DOWNSTREAM_GENE_DISTANCE	STRONGEST SNP-RISK ALLELE	SNPS	MERGED	SNP_ID_CURRENT	CONTEXT	INTERGENIC	RISK ALLELE FREQUENCY	P-VALUE	PVALUE_MLOG	P-VALUE (TEXT)	OR or BETA	95% CI (TEXT)	PLATFORM [SNPS PASSING QC]	CNV	MAPPED_TRAIT	MAPPED_TRAIT_URI	STUDY ACCESSION	GENOTYPING TECHNOLOGY
2018-10-17	30116032	Erlangsen A	2018-08-16	Mol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/30116032	Genetics of suicide attempts in individuals with and without mental disorders: a population-based genome-wide association study.	Suicide attempts	6,024 European ancestry cases, 44,240 European ancestry controls	NA	8q12.1	8	57438152	Intergenic	RPL30P10 - LINC03018	ENSG00000243050	ENSG00000254139		45270	307977	rs76426299-A	rs76426299	0	76426299	regulatory_region_variant	1	0.0189	8E-7	6.096910013008056	(model 2)	1.6189	[1.24-1.99]	Illumina [11601089] (imputed)	N	attempted suicide	http://www.ebi.ac.uk/efo/EFO_0004321	GCST006419	Genome-wide genotyping array
2018-10-17	30116032	Erlangsen A	2018-08-16	Mol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/30116032	Genetics of suicide attempts in individuals with and without mental disorders: a population-based genome-wide association study.	Suicide attempts	6,024 European ancestry cases, 44,240 European ancestry controls	NA	9p22.2	9	18290859	Intergenic	ADAMTSL1			ENSG00000178031			rs7862648-G	rs7862648	0	7862648	intron_variant	0	0.2187	8E-7	6.096910013008056	(model 2)	1.1281	[1.03-1.22]	Illumina [11601089] (imputed)	N	attempted suicide	http://www.ebi.ac.uk/efo/EFO_0004321	GCST006419	Genome-wide genotyping array
2018-10-17	30116032	Erlangsen A	2018-08-16	Mol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/30116032	Genetics of suicide attempts in individuals with and without mental disorders: a population-based genome-wide association study.	Suicide attempts	6,024 European ancestry cases, 44,240 European ancestry controls	NA	20q13.13	20	48577181	intergenic	RNU7-144P - PREX1	ENSG00000238452	ENSG00000124126		82872	47071	rs4809706-A	rs4809706	0	4809706	intergenic_variant	1	0.3727	3E-8	7.522878745280337	(model 2)	1.1267606	[1.04-1.21]	Illumina [11601089] (imputed)	N	attempted suicide	http://www.ebi.ac.uk/efo/EFO_0004321	GCST006419	Genome-wide genotyping array
2018-10-17	30145303	Kimbrel NA	2018-07-17	Psychiatry Res	www.ncbi.nlm.nih.gov/pubmed/30145303	A genome-wide association study of suicide attempts and suicidal ideation in U.S. military veterans.	Suicide attempts	52 European ancestry cases, 70 cases, 680 European ancestry controls, 767 controls	NA	7p15.2	7	27486673	Intergenic	PSMC1P2 - HIBADH	ENSG00000213781	ENSG00000106049		23704	38769	rs11762112-A	rs11762112	0	11762112	intergenic_variant	1	NR	8E-7	6.096910013008056		2.16		Illumina [2711511] (imputed)	N	attempted suicide	http://www.ebi.ac.uk/efo/EFO_0004321	GCST006428	Genome-wide genotyping array
2018-10-17	30145303	Kimbrel NA	2018-07-17	Psychiatry Res	www.ncbi.nlm.nih.gov/pubmed/30145303	A genome-wide association study of suicide attempts and suicidal ideation in U.S. military veterans.	Suicide attempts	52 European ancestry cases, 70 cases, 680 European ancestry controls, 767 controls	NA	3q26.32	3	178688376	KCNMB2	KCNMB2-AS1, KCNMB2			ENSG00000237978, ENSG00000197584			rs79324256-C	rs79324256	0	79324256	intron_variant	0	NR	9E-7	6.045757490560675		2.98		Illumina [2711511] (imputed)	N	attempted suicide	http://www.ebi.ac.uk/efo/EFO_0004321	GCST006428	Genome-wide genotyping array
2018-10-17	30145303	Kimbrel NA	2018-07-17	Psychiatry Res	www.ncbi.nlm.nih.gov/pubmed/30145303	A genome-wide association study of suicide attempts and suicidal ideation in U.S. military veterans.	Suicide attempts	52 European ancestry cases, 70 cases, 680 European ancestry controls, 767 controls	NA	3q26.32	3	178689358	Intergenic	KCNMB2-AS1, KCNMB2			ENSG00000237978, ENSG00000197584			rs112504494-A	rs112504494	0	112504494	intron_variant	0	NR	9E-7	6.045757490560675		2.98		Illumina [2711511] (imputed)	N	attempted suicide	http://www.ebi.ac.uk/efo/EFO_0004321	GCST006428	Genome-wide genotyping array
2018-10-17	30145303	Kimbrel NA	2018-07-17	Psychiatry Res	www.ncbi.nlm.nih.gov/pubmed/30145303	A genome-wide association study of suicide attempts and suicidal ideation in U.S. military veterans.	Suicide attempts	52 European ancestry cases, 70 cases, 680 European ancestry controls, 767 controls	NA	3q26.32	3	178690059	Intergenic	KCNMB2, KCNMB2-AS1			ENSG00000197584, ENSG00000237978			rs61606793-G	rs61606793	0	61606793	intron_variant	0	NR	1E-6	6.0		2.96		Illumina [2711511] (imputed)	N	attempted suicide	http://www.ebi.ac.uk/efo/EFO_0004321	GCST006428	Genome-wide genotyping array
2018-10-17	30145303	Kimbrel NA	2018-07-17	Psychiatry Res	www.ncbi.nlm.nih.gov/pubmed/30145303	A genome-wide association study of suicide attempts and suicidal ideation in U.S. military veterans.	Suicide attempts	52 European ancestry cases, 70 cases, 680 European ancestry controls, 767 controls	NA	11q14.2	11	86914854	Intergenic	PRSS23, PRSS23-AS1			ENSG00000150687, ENSG00000255471			rs10898553-?	rs10898553	0	10898553	intron_variant	0	NR	2E-6	5.698970004336019		2.1276596		Illumina [2711511] (imputed)	N	attempted suicide	http://www.ebi.ac.uk/efo/EFO_0004321	GCST006428	Genome-wide genotyping array
2018-10-17	30145303	Kimbrel NA	2018-07-17	Psychiatry Res	www.ncbi.nlm.nih.gov/pubmed/30145303	A genome-wide association study of suicide attempts and suicidal ideation in U.S. military veterans.	Suicide attempts	52 European ancestry cases, 70 cases, 680 European ancestry controls, 767 controls	NA	4q25	4	110361260	Intergenic	ZBED1P1 - ENPEP	ENSG00000250304	ENSG00000138792		67687	4473	rs10488889-A	rs10488889	0	10488889	intergenic_variant	1	NR	4E-6	5.3979400086720375		3.47		Illumina [2711511] (imputed)	N	attempted suicide	http://www.ebi.ac.uk/efo/EFO_0004321	GCST006428	Genome-wide genotyping array
2018-10-17	30145303	Kimbrel NA	2018-07-17	Psychiatry Res	www.ncbi.nlm.nih.gov/pubmed/30145303	A genome-wide association study of suicide attempts and suicidal ideation in U.S. military veterans.	Suicide attempts	52 European ancestry cases, 70 cases, 680 European ancestry controls, 767 controls	NA	4q25	4	110362552	Intergenic	ZBED1P1 - ENPEP	ENSG00000250304	ENSG00000138792		68979	3181	rs10488888-C	rs10488888	0	10488888	regulatory_region_variant	1	NR	4E-6	5.3979400086720375		3.47		Illumina [2711511] (imputed)	N	attempted suicide	http://www.ebi.ac.uk/efo/EFO_0004321	GCST006428	Genome-wide genotyping array
2018-10-17	30145303	Kimbrel NA	2018-07-17	Psychiatry Res	www.ncbi.nlm.nih.gov/pubmed/30145303	A genome-wide association study of suicide attempts and suicidal ideation in U.S. military veterans.	Suicide attempts	52 European ancestry cases, 70 cases, 680 European ancestry controls, 767 controls	NA	3p24.3	3	20478052	Intergenic	SGO1-AS1			ENSG00000231304			rs77075415-G	rs77075415	0	77075415	intron_variant	0	NR	5E-6	5.301029995663981		3.38		Illumina [2711511] (imputed)	N	attempted suicide	http://www.ebi.ac.uk/efo/EFO_0004321	GCST006428	Genome-wide genotyping array
2018-10-17	30145303	Kimbrel NA	2018-07-17	Psychiatry Res	www.ncbi.nlm.nih.gov/pubmed/30145303	A genome-wide association study of suicide attempts and suicidal ideation in U.S. military veterans.	Suicide attempts	52 European ancestry cases, 70 cases, 680 European ancestry controls, 767 controls	NA	3p24.3	3	20477416	Intergenic	SGO1-AS1			ENSG00000231304			rs1520042-C	rs1520042	0	1520042	intron_variant	0	NR	5E-6	5.301029995663981		3.38		Illumina [2711511] (imputed)	N	attempted suicide	http://www.ebi.ac.uk/efo/EFO_0004321	GCST006428	Genome-wide genotyping array
2018-10-17	30145303	Kimbrel NA	2018-07-17	Psychiatry Res	www.ncbi.nlm.nih.gov/pubmed/30145303	A genome-wide association study of suicide attempts and suicidal ideation in U.S. military veterans.	Suicide attempts	52 European ancestry cases, 70 cases, 680 European ancestry controls, 767 controls	NA	9q21.13	9	75642963	Intergenic	RNU6-1228P - OTX2P1	ENSG00000212316	ENSG00000234644		444786	81259	rs4745426-G	rs4745426	0	4745426	intergenic_variant	1	NR	5E-6	5.301029995663981		3.01		Illumina [2711511] (imputed)	N	attempted suicide	http://www.ebi.ac.uk/efo/EFO_0004321	GCST006428	Genome-wide genotyping array
2018-10-17	30145303	Kimbrel NA	2018-07-17	Psychiatry Res	www.ncbi.nlm.nih.gov/pubmed/30145303	A genome-wide association study of suicide attempts and suicidal ideation in U.S. military veterans.	Suicide attempts	52 European ancestry cases, 70 cases, 680 European ancestry controls, 767 controls	NA	9q21.13	9	75639555	Intergenic	RNU6-1228P - OTX2P1	ENSG00000212316	ENSG00000234644		441378	84667	rs11144542-A	rs11144542	0	11144542	intergenic_variant	1	NR	5E-6	5.301029995663981		3.0		Illumina [2711511] (imputed)	N	attempted suicide	http://www.ebi.ac.uk/efo/EFO_0004321	GCST006428	Genome-wide genotyping array
2015-01-20	24964207	Mullins N	2014-06-25	Am J Med Genet B Neuropsychiatr Genet	www.ncbi.nlm.nih.gov/pubmed/24964207	Genetic relationships between suicide attempts, suicidal ideation and major psychiatric disorders: a genome-wide association and polygenic scoring study.	Suicide attempts in depression or bipolar disorder	426 European ancestry cases, 2,844 European ancestry controls	NA	7q36.1	7	150339575	RARRES2	RARRES2			ENSG00000106538			rs17173608-G	rs17173608	0	17173608	intron_variant	0	0.058	2E-7	6.698970004336019		1.93	[1.69-2.19]	Illumina [up to 503016]	N	attempted suicide	http://www.ebi.ac.uk/efo/EFO_0004321	GCST002503	Genome-wide genotyping array
2015-01-20	24964207	Mullins N	2014-06-25	Am J Med Genet B Neuropsychiatr Genet	www.ncbi.nlm.nih.gov/pubmed/24964207	Genetic relationships between suicide attempts, suicidal ideation and major psychiatric disorders: a genome-wide association and polygenic scoring study.	Suicide attempts in depression or bipolar disorder	426 European ancestry cases, 2,844 European ancestry controls	NA	4p15.32	4	15993502	PROM1	PROM1			ENSG00000007062			rs17387100-G	rs17387100	0	17387100	intron_variant	0	0.078	8E-7	6.096910013008056		1.76	[1.54-1.99]	Illumina [up to 503016]	N	attempted suicide	http://www.ebi.ac.uk/efo/EFO_0004321	GCST002503	Genome-wide genotyping array
2015-01-20	24964207	Mullins N	2014-06-25	Am J Med Genet B Neuropsychiatr Genet	www.ncbi.nlm.nih.gov/pubmed/24964207	Genetic relationships between suicide attempts, suicidal ideation and major psychiatric disorders: a genome-wide association and polygenic scoring study.	Suicide attempts in depression or bipolar disorder	426 European ancestry cases, 2,844 European ancestry controls	NA	11q23.2	11	113249490	NCAM1	NCAM1			ENSG00000149294			rs3781878-?	rs3781878	0	3781878	intron_variant	0	0.728	2E-6	5.698970004336019		1.54	[1.2-2.08]	Illumina [up to 503016]	N	attempted suicide	http://www.ebi.ac.uk/efo/EFO_0004321	GCST002503	Genome-wide genotyping array
2011-04-13	21423239	Willour VL	2011-03-25	Mol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/21423239	A genome-wide association study of attempted suicide.	Suicide attempts in bipolar disorder	1,201 European and unknown ancestry attempters, 1,497 European and unknown ancestry non-attempters	1,295 attempters, 1,822 non-attempters	2p25.3	2	112496	intergenic	FAM110C - SH3YL1	ENSG00000184731	ENSG00000035115		65626	105234	rs300774-A	rs300774	0	300774	intergenic_variant	1	0.18	5E-8	7.301029995663981		1.22	[NR]	Affymetrix, Illumina [2408051] (imputed)	N	attempted suicide	http://www.ebi.ac.uk/efo/EFO_0004321	GCST001015	Genome-wide genotyping array
2011-04-13	21423239	Willour VL	2011-03-25	Mol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/21423239	A genome-wide association study of attempted suicide.	Suicide attempts in bipolar disorder	1,201 European and unknown ancestry attempters, 1,497 European and unknown ancestry non-attempters	1,295 attempters, 1,822 non-attempters	11p13	11	33566664	C11orf41	KIAA1549L			ENSG00000110427			rs10437629-?	rs10437629	0	10437629	intron_variant	0	NR	4E-6	5.3979400086720375		1.34	[NR]	Affymetrix, Illumina [2408051] (imputed)	N	attempted suicide	http://www.ebi.ac.uk/efo/EFO_0004321	GCST001015	Genome-wide genotyping array
2011-04-13	21423239	Willour VL	2011-03-25	Mol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/21423239	A genome-wide association study of attempted suicide.	Suicide attempts in bipolar disorder	1,201 European and unknown ancestry attempters, 1,497 European and unknown ancestry non-attempters	1,295 attempters, 1,822 non-attempters	12q24.32	12	128610527	TMEM132C	TMEM132C			ENSG00000181234			rs7296262-T	rs7296262	0	7296262	intron_variant	0	0.51	1E-6	6.0		1.22	[NR]	Affymetrix, Illumina [2408051] (imputed)	N	attempted suicide	http://www.ebi.ac.uk/efo/EFO_0004321	GCST001015	Genome-wide genotyping array
2018-10-17	30116032	Erlangsen A	2018-08-16	Mol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/30116032	Genetics of suicide attempts in individuals with and without mental disorders: a population-based genome-wide association study.	Affective disorder and suicide attempts	4,302 European ancestry cases, 13,294 European ancestry population controls	NA	1p31.3	1	65942328		PDE4B			ENSG00000184588			rs4554696-C	rs4554696	0	4554696	intron_variant	0	NR	6E-9	8.221848749616356		1.1748121	[1.07-1.28]	Illumina [11601089] (imputed)	N	attempted suicide, mood disorder	http://www.ebi.ac.uk/efo/EFO_0004321, http://www.ebi.ac.uk/efo/EFO_0004247	GCST006420	Genome-wide genotyping array
2018-10-17	30116032	Erlangsen A	2018-08-16	Mol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/30116032	Genetics of suicide attempts in individuals with and without mental disorders: a population-based genome-wide association study.	Affective disorder and suicide attempts	4,302 European ancestry cases, 13,294 European ancestry population controls	NA	5q14.3	5	88709286		MEF2C-AS2			ENSG00000245864			rs384005-T	rs384005	0	384005	intron_variant	0	NR	4E-7	6.3979400086720375		1.1630613	[1.05-1.28]	Illumina [11601089] (imputed)	N	attempted suicide, mood disorder	http://www.ebi.ac.uk/efo/EFO_0004321, http://www.ebi.ac.uk/efo/EFO_0004247	GCST006420	Genome-wide genotyping array
2018-10-17	30116032	Erlangsen A	2018-08-16	Mol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/30116032	Genetics of suicide attempts in individuals with and without mental disorders: a population-based genome-wide association study.	Affective disorder and suicide attempts	4,302 European ancestry cases, 13,294 European ancestry population controls	NA	1p31.3	1	66081201		PDE4B			ENSG00000184588			rs6661750-G	rs6661750	0	6661750	intron_variant	0	NR	5E-7	6.301029995663981		1.1432	[1.04-1.25]	Illumina [11601089] (imputed)	N	attempted suicide, mood disorder	http://www.ebi.ac.uk/efo/EFO_0004321, http://www.ebi.ac.uk/efo/EFO_0004247	GCST006420	Genome-wide genotyping array
2018-10-17	30116032	Erlangsen A	2018-08-16	Mol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/30116032	Genetics of suicide attempts in individuals with and without mental disorders: a population-based genome-wide association study.	Affective disorder and suicide attempts	4,302 European ancestry cases, 13,294 European ancestry population controls	NA	9p21.3	9	20212043		SLC24A2 - MLLT3	ENSG00000155886	ENSG00000171843		423006	129626	rs6475417-G	rs6475417	0	6475417	intergenic_variant	1	NR	7E-7	6.154901959985743		1.1434	[1.04-1.25]	Illumina [11601089] (imputed)	N	attempted suicide, mood disorder	http://www.ebi.ac.uk/efo/EFO_0004321, http://www.ebi.ac.uk/efo/EFO_0004247	GCST006420	Genome-wide genotyping array
2018-10-17	30116032	Erlangsen A	2018-08-16	Mol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/30116032	Genetics of suicide attempts in individuals with and without mental disorders: a population-based genome-wide association study.	Affective disorder and suicide attempts	4,302 European ancestry cases, 13,294 European ancestry population controls	NA	2q34	2	208384849		PTH2R			ENSG00000144407			rs16841143-A	rs16841143	0	16841143	intron_variant	0	NR	4E-7	6.3979400086720375		1.2309	[1.07-1.39]	Illumina [11601089] (imputed)	N	attempted suicide, mood disorder	http://www.ebi.ac.uk/efo/EFO_0004321, http://www.ebi.ac.uk/efo/EFO_0004247	GCST006420	Genome-wide genotyping array
2018-10-17	30116032	Erlangsen A	2018-08-16	Mol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/30116032	Genetics of suicide attempts in individuals with and without mental disorders: a population-based genome-wide association study.	Affective disorder and suicide attempts	4,302 European ancestry cases, 13,294 European ancestry population controls	NA	2q32.1	2	183858773		CACYBPP2 - MIR548AE1	ENSG00000177855	ENSG00000266808		250654	520202	rs62199592-G	rs62199592	0	62199592	intergenic_variant	1	NR	6E-7	6.221848749616356		1.6071	[1.24-1.97]	Illumina [11601089] (imputed)	N	attempted suicide, mood disorder	http://www.ebi.ac.uk/efo/EFO_0004321, http://www.ebi.ac.uk/efo/EFO_0004247	GCST006420	Genome-wide genotyping array
2018-10-17	30116032	Erlangsen A	2018-08-16	Mol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/30116032	Genetics of suicide attempts in individuals with and without mental disorders: a population-based genome-wide association study.	Affective disorder and suicide attempts	4,302 European ancestry cases, 13,294 European ancestry population controls	NA	3p22.3	3	32640148		RPL30P4 - CNOT10	ENSG00000237676	ENSG00000182973		4594	44997	rs182087934-A	rs182087934	1	75343574	intergenic_variant	1	NR	7E-8	7.154901959985743		1.8276	[1.4-2.26]	Illumina [11601089] (imputed)	N	attempted suicide, mood disorder	http://www.ebi.ac.uk/efo/EFO_0004321, http://www.ebi.ac.uk/efo/EFO_0004247	GCST006420	Genome-wide genotyping array
2022-04-29	35347246	Kimbrel NA	2022-03-28	Mol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/35347246	A genome-wide association study of suicide attempts in the million veterans program identifies evidence of pan-ancestry and ancestry-specific risk loci.	Suicide attempts	1,271 Hispanics ancestry cases, 29,306 Hispanics ancestry controls	NA	3p14.3	3	54858422		CACNA2D3			ENSG00000157445			rs34173987-G	rs34173987	0	34173987	intron_variant	0	NR	2E-8	7.698970004336019		2.34	[2.05-2.63]	Affymetrix [NR] (imputed)	N	attempted suicide	http://www.ebi.ac.uk/efo/EFO_0004321	GCST90102466	Genome-wide genotyping array
2022-04-29	35347246	Kimbrel NA	2022-03-28	Mol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/35347246	A genome-wide association study of suicide attempts in the million veterans program identifies evidence of pan-ancestry and ancestry-specific risk loci.	Suicide attempts	1,271 Hispanics ancestry cases, 29,306 Hispanics ancestry controls	NA	6q22.31	6	120268525		MIR3144 - RNU6-214P	ENSG00000265725	ENSG00000206857		253268	257769	rs6907713-C	rs6907713	0	6907713	regulatory_region_variant	1	NR	2E-8	7.698970004336019		15.67	[14.71-16.63]	Affymetrix [NR] (imputed)	N	attempted suicide	http://www.ebi.ac.uk/efo/EFO_0004321	GCST90102466	Genome-wide genotyping array
2022-04-29	35347246	Kimbrel NA	2022-03-28	Mol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/35347246	A genome-wide association study of suicide attempts in the million veterans program identifies evidence of pan-ancestry and ancestry-specific risk loci.	Suicide attempts	1,271 Hispanics ancestry cases, 29,306 Hispanics ancestry controls	NA	13q14.3	13	51072042		GUCY1B2, GUCY1B2			ENSG00000123201, ENSG00000293412			rs9596440-G	rs9596440	0	9596440	intron_variant	0	NR	3E-8	7.522878745280337		2.73	[2.38-3.08]	Affymetrix [NR] (imputed)	N	attempted suicide	http://www.ebi.ac.uk/efo/EFO_0004321	GCST90102466	Genome-wide genotyping array
2022-04-29	35347246	Kimbrel NA	2022-03-28	Mol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/35347246	A genome-wide association study of suicide attempts in the million veterans program identifies evidence of pan-ancestry and ancestry-specific risk loci.	Suicide attempts	115 Asian ancestry cases, 4,082 Asian ancestry controls	NA	15q21.1	15	48530075		FBN1			ENSG00000166147			rs199633759-A	rs199633759	0	199633759	intron_variant	0	NR	2E-8	7.698970004336019		2.77	[2.42-3.12]	Affymetrix [NR] (imputed)	N	attempted suicide	http://www.ebi.ac.uk/efo/EFO_0004321	GCST90102467	Genome-wide genotyping array
2022-04-29	35347246	Kimbrel NA	2022-03-28	Mol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/35347246	A genome-wide association study of suicide attempts in the million veterans program identifies evidence of pan-ancestry and ancestry-specific risk loci.	Suicide attempts	115 Asian ancestry cases, 4,082 Asian ancestry controls	NA	15q21.1	15	48539667		FBN1			ENSG00000166147			rs77378519-C	rs77378519	0	77378519	intron_variant	0	NR	3E-8	7.522878745280337		2.69	[2.34-3.04]	Affymetrix [NR] (imputed)	N	attempted suicide	http://www.ebi.ac.uk/efo/EFO_0004321	GCST90102467	Genome-wide genotyping array
2022-04-29	35347246	Kimbrel NA	2022-03-28	Mol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/35347246	A genome-wide association study of suicide attempts in the million veterans program identifies evidence of pan-ancestry and ancestry-specific risk loci.	Suicide attempts	115 Asian ancestry cases, 4,082 Asian ancestry controls	NA	15q21.1	15	48563556		FBN1			ENSG00000166147			rs57790277-T	rs57790277	0	57790277	intron_variant	0	NR	3E-8	7.522878745280337		3.07	[2.68-3.46]	Affymetrix [NR] (imputed)	N	attempted suicide	http://www.ebi.ac.uk/efo/EFO_0004321	GCST90102467	Genome-wide genotyping array
2014-01-07	21041247	Perlis RH	2010-11-01	Am J Psychiatry	www.ncbi.nlm.nih.gov/pubmed/21041247	Genome-wide association study of suicide attempts in mood disorder patients.	Suicide risk	3,117 European ancestry Bipolar disorder cases, 1,273 European ancestry Major depressive disorder cases	2,698 European ancestry Bipolar disorder cases, 1,649 Major depressive disorder cases	21q22.2	21	39649825	IGSF5, B3GALT5	B3GALT5			ENSG00000183778			rs10854398-C	rs10854398	0	10854398	intron_variant	0	NR	6E-6	5.221848749616356		1.178		Affymetrix [1922309] (imputed)	N	mental or behavioural disorder, attempted suicide	http://www.ebi.ac.uk/efo/EFO_0000677, http://www.ebi.ac.uk/efo/EFO_0004321	GCST000854	Genome-wide genotyping array
2014-01-07	21041247	Perlis RH	2010-11-01	Am J Psychiatry	www.ncbi.nlm.nih.gov/pubmed/21041247	Genome-wide association study of suicide attempts in mood disorder patients.	Suicide risk	3,117 European ancestry Bipolar disorder cases, 1,273 European ancestry Major depressive disorder cases	2,698 European ancestry Bipolar disorder cases, 1,649 Major depressive disorder cases	2p21	2	46093955	intergenic	PRKCE			ENSG00000171132			rs12373805-A	rs12373805	0	12373805	intron_variant	0	NR	9E-6	5.045757490560675		1.2169		Affymetrix [1922309] (imputed)	N	mental or behavioural disorder, attempted suicide	http://www.ebi.ac.uk/efo/EFO_0000677, http://www.ebi.ac.uk/efo/EFO_0004321	GCST000854	Genome-wide genotyping array
2014-01-07	21041247	Perlis RH	2010-11-01	Am J Psychiatry	www.ncbi.nlm.nih.gov/pubmed/21041247	Genome-wide association study of suicide attempts in mood disorder patients.	Suicide risk	3,117 European ancestry Bipolar disorder cases, 1,273 European ancestry Major depressive disorder cases	2,698 European ancestry Bipolar disorder cases, 1,649 Major depressive disorder cases	10q24.1	10	95362484	PDLIM1, SORBS1	SORBS1			ENSG00000095637			rs4918918-T	rs4918918	0	4918918	intron_variant	0	NR	3E-6	5.522878745280337		1.18		Affymetrix [1922309] (imputed)	N	mental or behavioural disorder, attempted suicide	http://www.ebi.ac.uk/efo/EFO_0000677, http://www.ebi.ac.uk/efo/EFO_0004321	GCST000854	Genome-wide genotyping array
2014-01-07	21041247	Perlis RH	2010-11-01	Am J Psychiatry	www.ncbi.nlm.nih.gov/pubmed/21041247	Genome-wide association study of suicide attempts in mood disorder patients.	Suicide risk	3,117 European ancestry Bipolar disorder cases, 1,273 European ancestry Major depressive disorder cases	2,698 European ancestry Bipolar disorder cases, 1,649 Major depressive disorder cases	10p11.23	10	30201775	PRKCE	JCAD - RNU6-598P	ENSG00000165757	ENSG00000200887		86281	97794	rs2462021-C	rs2462021	0	2462021	intergenic_variant	1	NR	8E-6	5.096910013008056		1.1755		Affymetrix [1922309] (imputed)	N	mental or behavioural disorder, attempted suicide	http://www.ebi.ac.uk/efo/EFO_0000677, http://www.ebi.ac.uk/efo/EFO_0004321	GCST000854	Genome-wide genotyping array
2019-07-12	31164008	Mullins N	2019-06-05	Am J Psychiatry	www.ncbi.nlm.nih.gov/pubmed/31164008	GWAS of Suicide Attempt in Psychiatric Disorders and Association With Major Depression Polygenic Risk Scores.	Suicide attempts in major depressive disorder or bipolar disorder or schizophrenia	1,622 European ancestry attempters with major depressive disorder, 8,786 European ancestry nonattempters with major depressive disorder, 3,264 European ancestry attempters with bipolar disorder, 5,500 European ancestry nonattempters with bipolar disorder, 1,683 European ancestry attempters with schizophrenia, 2,946 European ancestry nonattempters with schizophrenia	NA	2q33.2	2	202968295	NR	WDR12, CARF			ENSG00000138442, ENSG00000138380			rs149268645-G	rs149268645	0	149268645	intron_variant	0	0.85	4E-7	6.3979400086720375		1.1764705	[1.11-1.25]	NR [at least 8482392] (imputed)	N	attempted suicide	http://www.ebi.ac.uk/efo/EFO_0004321	GCST008123	Genome-wide genotyping array
2019-07-12	31164008	Mullins N	2019-06-05	Am J Psychiatry	www.ncbi.nlm.nih.gov/pubmed/31164008	GWAS of Suicide Attempt in Psychiatric Disorders and Association With Major Depression Polygenic Risk Scores.	Suicide attempts in major depressive disorder or bipolar disorder or schizophrenia	1,622 European ancestry attempters with major depressive disorder, 8,786 European ancestry nonattempters with major depressive disorder, 3,264 European ancestry attempters with bipolar disorder, 5,500 European ancestry nonattempters with bipolar disorder, 1,683 European ancestry attempters with schizophrenia, 2,946 European ancestry nonattempters with schizophrenia	NA	16q23.2	16	80246864	NR	DYNLRB2-AS1			ENSG00000259867			rs73577700-T	rs73577700	0	73577700	intron_variant	0	0.15000000000000002	3E-6	5.522878745280337		1.1494253	[1.09-1.22]	NR [at least 8482392] (imputed)	N	attempted suicide	http://www.ebi.ac.uk/efo/EFO_0004321	GCST008123	Genome-wide genotyping array
2019-07-12	31164008	Mullins N	2019-06-05	Am J Psychiatry	www.ncbi.nlm.nih.gov/pubmed/31164008	GWAS of Suicide Attempt in Psychiatric Disorders and Association With Major Depression Polygenic Risk Scores.	Suicide attempts in major depressive disorder or bipolar disorder or schizophrenia	1,622 European ancestry attempters with major depressive disorder, 8,786 European ancestry nonattempters with major depressive disorder, 3,264 European ancestry attempters with bipolar disorder, 5,500 European ancestry nonattempters with bipolar disorder, 1,683 European ancestry attempters with schizophrenia, 2,946 European ancestry nonattempters with schizophrenia	NA	8q24.13	8	124096736	NR	FER1L6, FER1L6-AS2			ENSG00000214814, ENSG00000253868			rs4870888-C	rs4870888	0	4870888	intron_variant	0	0.45999999999999996	5E-7	6.301029995663981		1.1235955	[1.08-1.16]	NR [at least 8482392] (imputed)	N	attempted suicide	http://www.ebi.ac.uk/efo/EFO_0004321	GCST008123	Genome-wide genotyping array
